ProductID,ProductName,Category,Brand,MRP
PROD92MTI3PX6B,Vero Item,Fruits,Nestle,624.11
PRODM9M2M39V6F,Asperiores Item,Frozen,Amul,871.31
PRODT2LJ17Z77M,Delectus Item,Beverages,Britannia,1005.66
PROD2W0F98M6L3,Eligendi Item,Fruits,Britannia,756.99
PROD8L856CV773,Possimus Item,Frozen,Nestle,1054.32
PROD6QNGJTPXDQ,Vero Item,Personal Care,Dabur,1068.33
PROD3QFJHF465F,Atque Item,Cleaning,Haldirams,1005.79
PRODJ3NNXM4AJV,Atque Item,Dairy,Dabur,391.61
PROD91DEE4QSGA,Quis Item,Fruits,CocaCola,680.57
PRODD95WT3A9HW,Quasi Item,Beverages,Amul,1153.31
PRODZKSOZROSBG,Autem Item,Frozen,Haldirams,1332.7
PRODTQNHVTAYMQ,Officiis Item,Fruits,CocaCola,761.73
PRODVCGM644HYM,Aspernatur Item,Cleaning,Pepsi,1480.45
PROD2SHWIRN7G7,Provident Item,Dairy,Amul,278.57
PRODJIA6LRD2AB,Voluptates Item,Beverages,Local,352.08
PRODIT7YO4R8ZC,Eveniet Item,Cleaning,Local,701.91
PROD53AIGMO8Q2,Animi Item,Beverages,Haldirams,772.94
PRODIQRRC8WSJJ,Tenetur Item,Dairy,Britannia,648.23
PRODJHS26VM6ZN,Accusantium Item,Vegetables,Haldirams,656.99
PRODCQ1OFP2S3S,Facilis Item,Snacks,Amul,741.13
PROD4F96H6I6BS,Molestiae Item,Frozen,Haldirams,493.85
PRODNKEZCHBJIH,Doloremque Item,Dairy,Haldirams,213.8
PROD7BX1H9WOD6,Vel Item,Frozen,Dabur,1435.04
PROD3W1FLY37Y2,Aut Item,Personal Care,Amul,1196.58
PRODCZ8X8CSUF1,Consectetur Item,Fruits,Britannia,1226.06
PROD54TGNDEI10,Impedit Item,Vegetables,Local,560.14
PROD032O7T5QN5,Minus Item,Dairy,CocaCola,617.75
PRODYHMO592DD2,Omnis Item,Snacks,Amul,1405.05
PRODKJZZ8I54BX,Eveniet Item,Beverages,Haldirams,1459.91
PRODWGYIMBA8C9,Eum Item,Personal Care,Nestle,1415.08
PRODZTUFAGXKBL,Repellendus Item,Snacks,Haldirams,971.05
PRODRECDB0O9OL,Neque Item,Frozen,CocaCola,379.22
PROD5RX7MRMQX8,Maiores Item,Cleaning,Haldirams,915.36
PRODT5J6BZOSWA,Eius Item,Snacks,Nestle,891.85
PRODAQVXAHFKT5,Similique Item,Frozen,CocaCola,1364.19
PROD99K17MD61L,Aliquid Item,Personal Care,Haldirams,481.27
PRODUQ9LEOU3UU,Deleniti Item,Frozen,Nestle,317.01
PRODVCWSFPPW4X,Doloremque Item,Cleaning,Pepsi,413.39
PRODWI1MUEE0PR,Doloribus Item,Dairy,Dabur,379.85
PROD0B2HLKKMZM,Tenetur Item,Beverages,Haldirams,979.61
PROD4MOBZ6UOSS,Tenetur Item,Beverages,Britannia,1222.4
PROD2YJ3U6N5IY,Adipisci Item,Snacks,CocaCola,564.81
PRODGN03PJGPKE,Beatae Item,Dairy,Local,281.09
PROD950G7FV7N3,Iusto Item,Cleaning,Britannia,527.78
PRODXOXLN5A4FN,Delectus Item,Frozen,Amul,828.91
PRODB6II1P2Q7F,Est Item,Beverages,Amul,1003.44
PRODJSAJYK8IB4,Odio Item,Beverages,Haldirams,833.7
PRODTVGXWPCZVP,Ullam Item,Cleaning,Pepsi,399.96
PRODQFXUDK6MAJ,Illo Item,Fruits,Amul,1378.67
PRODWZ7O1GK0KU,Nisi Item,Snacks,Pepsi,667.96
PRODO3Q500HJ5R,Adipisci Item,Vegetables,Amul,699.28
PRODETE11IMLTK,Aliquid Item,Snacks,Pepsi,1451.73
PRODJUW44GJS37,Facilis Item,Frozen,Haldirams,1305.18
PRODTMIRDMXMQI,Excepturi Item,Frozen,Haldirams,1213.28
PRODCJDLJ10595,Quisquam Item,Dairy,Local,290.38
PRODPWPKPWB6NO,Quam Item,Cleaning,Nestle,1260.37
PRODT1QTVH1XG8,Perspiciatis Item,Personal Care,Haldirams,693.86
PRODL2670CQZ2G,Necessitatibus Item,Cleaning,Pepsi,329.9
PRODXBKGFD3N5Q,Ducimus Item,Cleaning,Local,1486.51
PRODQ0MAYQ5VX8,Deserunt Item,Personal Care,Britannia,274.64
PROD28MF5BSJLJ,Ipsam Item,Beverages,Amul,1384.47
PROD90CCL2H1Z0,Soluta Item,Beverages,Pepsi,20.78
PRODAO9SMH4EEK,Quisquam Item,Fruits,Pepsi,668.12
PRODU19OYVWFCN,Consectetur Item,Beverages,Nestle,64.25
PRODSQ6Y7BYPD4,Nam Item,Beverages,Pepsi,1370.43
PRODI7GFKCOV06,Hic Item,Personal Care,Dabur,206.32
PRODR8JNCMQSB6,Et Item,Vegetables,Pepsi,1016.19
PRODGBCUYS89XS,Expedita Item,Snacks,Pepsi,954.21
PRODNTK50GPHP0,Eius Item,Beverages,CocaCola,1173.02
PROD5KRNWVWM04,Vitae Item,Dairy,Britannia,1125.38
PRODSSX4X7MZT3,Quam Item,Vegetables,Dabur,68.02
PRODTPQF0HMQ9Q,Culpa Item,Vegetables,Haldirams,594.83
PRODL1Q2ZM443X,Sapiente Item,Fruits,Britannia,497.33
PROD987UW3MGZR,Eveniet Item,Dairy,CocaCola,1459.87
PROD1LT2XTMEP4,Perspiciatis Item,Frozen,Local,1166.84
PRODX9VEVT377I,Earum Item,Vegetables,Haldirams,1067.78
PRODYNCP42WM6Q,Eligendi Item,Snacks,Pepsi,674.4
PROD9Z6XPQK56T,Non Item,Dairy,Dabur,1338.63
PRODEPWXFYGX4U,Earum Item,Snacks,Pepsi,44.89
PRODGTR0U4DY36,Facere Item,Fruits,Haldirams,358.09
PRODNFEUEVXVP9,Dolores Item,Fruits,Nestle,1048.62
PRODUTLONJZYCJ,Natus Item,Beverages,Local,772.41
PROD79P1LDAM3R,Praesentium Item,Snacks,Amul,810.03
PRODMLJNIXU9U3,Tempore Item,Personal Care,Britannia,636.19
PRODKZL5AJRX17,Itaque Item,Snacks,CocaCola,266.36
PRODNK98XFLGCL,Quaerat Item,Fruits,Nestle,266.01
PRODQ8PPCLCI8X,Labore Item,Frozen,CocaCola,455.83
PRODUGJRC98VSC,Deserunt Item,Personal Care,Nestle,713.1
PROD8YSJOKJ9X3,Alias Item,Snacks,Pepsi,1239.71
PRODUGMYK9LSA7,Tempore Item,Dairy,Dabur,681.31
PRODY6FZJLX6UD,Veniam Item,Frozen,Dabur,1348.74
PROD9UI5OYPMAH,Consequatur Item,Beverages,Haldirams,198.36
PRODO1GS8FR6QH,Perspiciatis Item,Beverages,Britannia,422.22
PRODN1EWLFP8LR,Nostrum Item,Dairy,Nestle,124.38
PRODJFKAHQDL9D,Molestias Item,Vegetables,Haldirams,774.84
PROD1OV10A2BMG,Ipsam Item,Cleaning,Haldirams,153.25
PRODJNJ66B75CN,Beatae Item,Personal Care,Local,1197.61
PROD4STKAQ97TX,A Item,Personal Care,Haldirams,78.85
PROD1ZAJ241ULE,Minus Item,Snacks,Amul,723.58
PRODK4X5242LA9,Asperiores Item,Cleaning,Pepsi,642.51
PRODX48W5I717F,Atque Item,Cleaning,Dabur,319.3
PRODWT5Q95UG7N,Libero Item,Vegetables,Local,888.54
PROD6NNCTVSRR7,Est Item,Vegetables,Local,591.43
PROD75TDN0QQXU,Porro Item,Snacks,Amul,312.99
PRODFYC8PS9RZS,Voluptatem Item,Frozen,Amul,1243.31
PRODXBZBBIBJVU,Natus Item,Frozen,CocaCola,997.83
PRODWLPT3E1CV5,Quos Item,Cleaning,Pepsi,37.99
PRODSFRVEES948,Eos Item,Personal Care,Nestle,762.76
PRODQCF2UDSHS3,Velit Item,Cleaning,Dabur,421.53
PROD6FM3KNZKNY,Temporibus Item,Fruits,Pepsi,1374.37
PRODCJFKQNRIS5,Deserunt Item,Frozen,CocaCola,1093.86
PRODQH7FX7EYLM,Error Item,Frozen,Pepsi,925.19
PROD17TM2I6UC7,Libero Item,Frozen,Nestle,151.8
PRODM077U2O173,In Item,Snacks,Dabur,1397.36
PROD8WYZ0HQ5WJ,Incidunt Item,Fruits,CocaCola,233.42
PROD0NNV0P7WDE,Pariatur Item,Dairy,Dabur,687.11
PRODX8EWASSLQ2,Tenetur Item,Fruits,Amul,1027.94
PRODMNG4TIRUIZ,Dolorum Item,Vegetables,Nestle,752.26
PROD4942E9Z0BC,Reiciendis Item,Vegetables,Amul,1326.06
PRODO04OUW4OYB,Quasi Item,Frozen,Dabur,1256.31
PRODPIA5IXSTAH,Odio Item,Vegetables,Amul,220.34
PRODVY1WKNXUZI,Adipisci Item,Cleaning,CocaCola,934.1
PRODSGJKBP1L47,Totam Item,Personal Care,Haldirams,97.26
PRODQDYNW5LL76,Laborum Item,Cleaning,Nestle,1086.45
PRODHRXVPFORFC,A Item,Personal Care,Local,1109.31
PROD9IJ9TIHCYT,Nisi Item,Fruits,Local,529.85
PRODJGWNLM4HLR,Modi Item,Vegetables,Nestle,1184.16
PRODTAQ2685V2V,Cumque Item,Beverages,Nestle,986.0
PROD9YMKGDEQ86,Deserunt Item,Snacks,Nestle,766.0
PROD6M66YOAC23,Distinctio Item,Vegetables,Nestle,693.8
PRODE6I3NE510W,Quibusdam Item,Personal Care,Dabur,181.53
PROD3OEOX9X70N,Adipisci Item,Fruits,Haldirams,806.03
PRODPG3GZ6NANR,Nemo Item,Vegetables,Amul,251.03
PROD30C8E3OF8F,Repudiandae Item,Cleaning,Dabur,990.93
PRODLOPWD7N1G1,Incidunt Item,Fruits,Nestle,900.18
PRODTXC82AVA20,Aperiam Item,Cleaning,CocaCola,449.99
PROD9HCQTWSLQ0,Quasi Item,Frozen,Dabur,385.56
PRODN33R9VRXKD,Voluptatem Item,Snacks,Nestle,724.57
PROD0RZ6VJB6MJ,Adipisci Item,Fruits,Amul,778.48
PRODRKQWLBS3JB,Expedita Item,Snacks,Amul,1200.93
PROD018WJAL66H,Itaque Item,Vegetables,Amul,469.86
PROD4A0WP4L29D,Amet Item,Cleaning,Dabur,617.07
PRODJ7QXZXESPL,Dolores Item,Personal Care,CocaCola,528.08
PRODQL6E8YY6U3,Voluptatum Item,Beverages,Britannia,603.29
PROD3KRG1NOGSW,Id Item,Vegetables,Local,859.3
PRODQ6GCEMHQ7X,Illum Item,Snacks,Dabur,845.06
PRODJCKAW4KPQU,Voluptatum Item,Frozen,CocaCola,554.79
PROD61R0ND2HV3,Consequatur Item,Personal Care,Nestle,911.6
PRODV3Q105377Q,Rerum Item,Dairy,Haldirams,931.75
PRODWYDE4E2R3M,Temporibus Item,Dairy,Haldirams,799.81
PRODJVPI68G5OL,Velit Item,Frozen,Pepsi,689.5
PRODKROMOLGZSA,Esse Item,Dairy,Amul,135.35
PROD80NG1KJYWB,Asperiores Item,Cleaning,Haldirams,821.08
PROD7717AQLNH8,Labore Item,Vegetables,Local,1074.8
PRODBS04W0G20T,Quis Item,Fruits,Dabur,338.68
PROD3JYV579N2Q,Aliquam Item,Beverages,Nestle,1171.2
PROD0WQGGA7DIH,Non Item,Personal Care,Dabur,887.92
PRODP9QOG85YFS,Similique Item,Beverages,Pepsi,371.53
PRODED01P9E17I,Ea Item,Personal Care,Haldirams,261.17
PROD8998QAEJBO,Deleniti Item,Cleaning,Local,383.19
PRODOIQOXPE91N,Fugiat Item,Vegetables,Local,1143.45
PRODYGV3Z9M7RV,Facere Item,Snacks,Britannia,390.76
PROD0DK4Q6KXIT,Quam Item,Vegetables,Britannia,1031.17
PROD2F3I8UVOYM,Dicta Item,Dairy,Haldirams,827.81
PRODF70EENYAMN,Maiores Item,Frozen,Local,829.33
PROD12MBRRPF32,Beatae Item,Snacks,Amul,1281.85
PRODKIC8B9BFNI,Odio Item,Beverages,Britannia,1314.6
PRODPBDVUDF913,Amet Item,Frozen,Local,814.63
PRODKL4VA81FSW,Est Item,Vegetables,Britannia,116.63
PRODE1VLY5LT38,Molestiae Item,Fruits,Nestle,258.55
PROD8RFTRDWWQG,Harum Item,Fruits,Pepsi,1424.03
PRODH8P8Z7ME7T,Eum Item,Cleaning,Local,219.34
PRODOI4W8LFTDC,Illum Item,Beverages,Local,1256.32
PROD1UKSXLISCR,Eum Item,Snacks,CocaCola,819.8
PROD1K3PU7TSL5,Libero Item,Frozen,Nestle,188.74
PRODKL1SKZSVC2,Pariatur Item,Dairy,CocaCola,1380.87
PRODNJXYPTCWTR,Hic Item,Fruits,Britannia,1393.6
PROD8U44UJLGC0,Et Item,Fruits,Dabur,930.74
PROD0F4FPZM3J3,Similique Item,Vegetables,Nestle,595.51
PRODF7YO2ONALV,Unde Item,Personal Care,Pepsi,919.1
PRODJN7AJ9FFNR,Reiciendis Item,Cleaning,Haldirams,949.09
PROD7B65DX5F5L,Dolore Item,Beverages,Amul,940.76
PRODXPRZI7NVKN,Sed Item,Fruits,Britannia,1105.44
PRODA8ODY7GBWB,Perspiciatis Item,Vegetables,Pepsi,119.37
PRODDVQW43NWQO,Laudantium Item,Snacks,Local,171.74
PRODS5XT48XOKA,Saepe Item,Personal Care,Haldirams,438.51
PRODVMBJL31UQD,Et Item,Fruits,Britannia,537.54
PRODGY04JOAR5Q,Provident Item,Cleaning,Pepsi,964.29
PRODTWT9MT4NNF,Sed Item,Frozen,Pepsi,274.38
PRODQG4E7SDMQ6,Quod Item,Beverages,Dabur,820.72
PROD42UH03G4NG,Fugit Item,Vegetables,Amul,294.3
PROD2Q05EYEQPL,Amet Item,Snacks,Local,546.12
PROD0C1R0U3UIG,Ipsum Item,Vegetables,Nestle,1404.54
PROD5V359Q8PR7,Eum Item,Dairy,Amul,1345.64
PRODML3FG5ZBLM,Eos Item,Beverages,CocaCola,1430.59
PRODK7NYMPNFIV,Quis Item,Beverages,Britannia,895.3
PROD4JYAGUXZJT,Consequuntur Item,Personal Care,Local,761.92
PRODW8R0WXBC5R,Sunt Item,Fruits,Britannia,1276.39
PRODKEVYU68WWT,Dignissimos Item,Personal Care,Amul,137.9
PRODZQRGZ74SE8,Asperiores Item,Vegetables,Pepsi,1468.11
PRODMVAYOVL4YP,Recusandae Item,Snacks,Local,704.31
PRODD620WFFT8N,Exercitationem Item,Frozen,Pepsi,1020.16
PRODE6GEQAYCR3,Corrupti Item,Fruits,Amul,1098.14
PROD8Z7SOAITGQ,Rem Item,Beverages,Britannia,950.68
PROD7M3HSKXPNA,Pariatur Item,Vegetables,CocaCola,1339.46
PROD4KY75ZQ26B,Repudiandae Item,Frozen,Local,446.48
PRODCHGCD0Q0AQ,Iusto Item,Snacks,Dabur,807.82
PRODY6IKCJP9DZ,Molestias Item,Personal Care,Pepsi,656.85
PRODDUFUE3JYLY,Ratione Item,Frozen,Pepsi,1062.11
PROD18883THZPC,Iste Item,Beverages,Pepsi,604.77
PRODS8WTJP9HZV,Amet Item,Cleaning,Pepsi,1341.43
PROD5JP82MV573,In Item,Snacks,Dabur,745.84
PRODO0BCAUV1TV,Hic Item,Personal Care,Local,813.29
PRODDMKHQAUEDP,Nihil Item,Vegetables,Pepsi,750.22
PRODWCT7EMGC1N,Velit Item,Snacks,Pepsi,941.5
PRODI5OJHCRY5Z,Vero Item,Fruits,Local,775.39
PRODICKI9UKASA,Sit Item,Fruits,Britannia,1407.38
PRODIG31VGW0LR,Vel Item,Cleaning,Haldirams,214.06
PRODG7Q4E2BONG,Quos Item,Vegetables,CocaCola,39.87
PRODBMOY96JEDQ,Alias Item,Personal Care,Britannia,792.24
PROD67AXDC0WES,Blanditiis Item,Beverages,Nestle,1151.65
PRODBTTYCC4VQO,Quibusdam Item,Dairy,Dabur,979.33
PROD0WHB8L8DNP,Tempore Item,Dairy,Haldirams,1444.85
PRODANLGACMYHJ,Architecto Item,Dairy,Dabur,289.77
PROD12S077BWIA,Doloribus Item,Beverages,Britannia,1047.09
PROD1LEP3NVEC6,Ex Item,Cleaning,Nestle,1227.48
PRODYB4VW99BN2,Praesentium Item,Frozen,Dabur,1369.85
PRODCI4UMZ4FD7,Delectus Item,Fruits,Dabur,802.26
PRODUJJXUEKGST,Occaecati Item,Fruits,Pepsi,557.4
PROD4C6BBQ1P4U,Quibusdam Item,Personal Care,Amul,1433.93
PRODYWE4L9URBR,Exercitationem Item,Personal Care,Nestle,1191.38
PRODREAX6O6RLN,Rerum Item,Fruits,CocaCola,716.85
PRODSLIAN92FYI,Neque Item,Personal Care,Local,983.73
PRODQCW7M8I2BL,Aperiam Item,Vegetables,CocaCola,432.29
PRODYBX7XUM815,Corrupti Item,Personal Care,Haldirams,929.97
PROD1RAPKTQ522,Mollitia Item,Fruits,Britannia,819.24
PRODXYR4DGCA8D,Ullam Item,Frozen,Dabur,78.05
PROD7N0A43S15M,Odit Item,Personal Care,Pepsi,1301.31
PROD86PBYHBI2L,Doloribus Item,Fruits,CocaCola,745.48
PRODXCHLABYVWV,Libero Item,Fruits,Britannia,730.01
PROD5PRQCN135W,Maiores Item,Cleaning,Local,439.48
PROD6DZB9JR4U1,Dolores Item,Cleaning,Dabur,310.65
PROD3KGD7FD5IZ,Iure Item,Dairy,Haldirams,451.23
PRODFKWMR0X6IY,Quis Item,Snacks,Dabur,981.97
PRODISZZM3F2T5,Nulla Item,Fruits,Haldirams,164.52
PROD88Y86UJEOE,Ad Item,Snacks,CocaCola,512.64
PRODIJPTBG8KRF,Saepe Item,Personal Care,Local,1468.54
PRODDBQ41H18U3,Reprehenderit Item,Cleaning,Haldirams,421.86
PRODJRPUY7PG2C,Laudantium Item,Fruits,Local,1450.65
PRODHIMHRTXJHQ,Quo Item,Dairy,Nestle,175.12
PROD1NKNBX7F44,Excepturi Item,Frozen,CocaCola,1195.1
PRODSIFH1AXZ3E,Exercitationem Item,Dairy,Pepsi,670.81
PRODCNO2M88L5W,Hic Item,Frozen,Dabur,308.33
PROD27CB3B1P5D,Corrupti Item,Personal Care,Local,1185.39
PROD1QE5QMR6QC,Fugit Item,Personal Care,Britannia,30.33
PROD0IP9LZEKT6,Consequuntur Item,Personal Care,Amul,533.77
PROD0M9MPBBGRO,Non Item,Snacks,Nestle,915.19
PROD289GS3YOZW,Explicabo Item,Cleaning,CocaCola,361.84
PRODVEPNEMV8LU,Ipsum Item,Cleaning,CocaCola,512.15
PROD6RTZ31LA1Q,Nostrum Item,Dairy,Dabur,155.35
PRODCEVN20LJ6F,Voluptates Item,Frozen,CocaCola,1282.75
PRODODVBNNI5TC,Laborum Item,Cleaning,Britannia,644.81
PRODTKEA09RES4,Voluptate Item,Vegetables,Nestle,235.04
PRODT4VBGA5DQ4,Labore Item,Beverages,Britannia,314.66
PROD8HNY9NT020,Natus Item,Cleaning,Pepsi,427.25
PRODWOU6UDVYGN,Vitae Item,Beverages,Haldirams,359.61
PRODZL9CSQWDUK,Deserunt Item,Personal Care,Local,764.89
PRODCFQAX6JH0V,Itaque Item,Fruits,Britannia,1359.72
PRODO3YUK0O69J,A Item,Dairy,Britannia,292.19
PROD0XBZYXPIR3,Modi Item,Beverages,Pepsi,691.1
PRODUE97QE8U11,Molestias Item,Snacks,Haldirams,1002.62
PRODLMVNET3QML,Laudantium Item,Snacks,Pepsi,292.02
PRODR2CN89TF4F,Rem Item,Personal Care,Amul,247.91
PRODSB9IZUYSLX,Velit Item,Snacks,Pepsi,249.94
PRODTNBZ85RHK8,Fuga Item,Fruits,Amul,1325.34
PROD72KVAKXVJE,Laboriosam Item,Frozen,Local,1072.67
PROD5Y6KNC9KJN,Maiores Item,Beverages,Haldirams,517.83
PRODSK4LIA49B7,Qui Item,Beverages,Pepsi,1355.79
PRODAXCHPPKEU6,Repellendus Item,Beverages,Pepsi,1431.25
PROD2KILVQWC83,Id Item,Snacks,Dabur,609.45
PRODABOZD2LCKP,Nam Item,Personal Care,Nestle,775.46
PRODFXZWL4ZO61,Ea Item,Snacks,Britannia,549.97
PRODJLNA4BRZXT,Consequatur Item,Fruits,Local,356.78
PRODD298YKQI50,Quasi Item,Personal Care,Amul,1174.41
PROD7T1KWV54J5,Repellat Item,Vegetables,Nestle,980.61
PRODH9ECIUQSS5,Necessitatibus Item,Beverages,CocaCola,563.0
PRODKVMKGQB8HL,Explicabo Item,Fruits,Haldirams,41.28
PRODLYLCKOJR7O,Distinctio Item,Snacks,Dabur,1150.24
PROD20PJ5TV6GB,Accusantium Item,Vegetables,Dabur,726.51
PRODHMOYT087IH,Quisquam Item,Dairy,Dabur,128.17
PRODGS96A8PUNT,Aliquam Item,Vegetables,CocaCola,204.26
PRODOQOJGN371Y,Officia Item,Cleaning,Britannia,950.0
PRODDORJIEDLPD,Iusto Item,Fruits,CocaCola,828.57
PRODXMXVTZJR7C,Cumque Item,Vegetables,Dabur,375.91
PRODKOPNRUYV3B,Cum Item,Frozen,CocaCola,227.02
PROD5WX438NJPX,Deserunt Item,Snacks,Britannia,1329.41
PROD4194XCW50I,Ea Item,Vegetables,Amul,219.6
PRODX8IG4OVD34,Commodi Item,Snacks,CocaCola,146.8
PROD32JWLF87RA,Molestiae Item,Vegetables,Pepsi,937.51
PROD4FHR9GQJLM,Soluta Item,Fruits,Amul,393.78
PROD6SNOBJUWC1,Unde Item,Dairy,Local,991.77
PRODU12NN342TK,Doloremque Item,Beverages,CocaCola,743.87
PROD3Q3NLZ08DR,Officiis Item,Vegetables,Dabur,332.65
PROD0JCV90TR3F,Impedit Item,Dairy,Dabur,123.07
PRODDE1WHBW70N,Voluptas Item,Vegetables,CocaCola,124.56
PRODKUQ610YF8L,Illum Item,Personal Care,Dabur,887.07
PRODZP239NO616,Optio Item,Frozen,Britannia,1142.2
PRODQ4D0GRWHWQ,Quae Item,Dairy,Britannia,1040.7
PROD13VD6BP6RD,Voluptas Item,Snacks,CocaCola,897.42
PRODOW2FMXB3CR,Iste Item,Dairy,CocaCola,332.17
PRODS2FVSSSE4C,Dolorem Item,Beverages,Pepsi,1295.45
PRODI5O4TOPBNX,Facere Item,Frozen,Britannia,950.69
PRODD7MRJ86X4J,Aliquid Item,Dairy,Britannia,1047.41
PRODXTXPL0IGXE,Suscipit Item,Cleaning,Nestle,351.27
PRODLLFUP63H5G,Incidunt Item,Beverages,Haldirams,407.01
PRODSRKN46DOVO,Voluptas Item,Beverages,Nestle,1363.17
PRODIFZP0YQLAY,Hic Item,Dairy,CocaCola,724.59
PRODQWRJ9I9LES,Odio Item,Frozen,Haldirams,839.69
PRODNPEZ7XXAFC,Eos Item,Cleaning,Nestle,183.93
PRODV8LIOBNFVE,Nostrum Item,Beverages,Local,603.97
PRODB4XO396WQ5,Quibusdam Item,Beverages,Haldirams,1332.81
PROD90186HAM8R,Est Item,Personal Care,Britannia,1352.22
PROD1A5E4J5JKD,Placeat Item,Snacks,Dabur,1100.63
PRODSVLAIKUJTL,Modi Item,Cleaning,Haldirams,827.54
PRODSRA88HY2A0,Cum Item,Frozen,Britannia,1397.62
PROD1WSBU7F45S,Totam Item,Fruits,Local,1310.32
PRODYQOSJEL2VL,Expedita Item,Frozen,Dabur,1272.6
PRODQ00CO9JK1P,Reprehenderit Item,Snacks,Pepsi,1325.07
PRODU19OFP3X3B,Molestiae Item,Fruits,CocaCola,690.79
PRODVB0AWY6CDV,Fuga Item,Fruits,Pepsi,797.73
PRODINI9RRV4VC,Molestias Item,Snacks,Haldirams,647.54
PRODG93KRVVA1A,Modi Item,Beverages,Amul,1115.3
PRODI3OQ9GM7AK,Vitae Item,Personal Care,Britannia,896.05
PRODMKMAZTNLXD,Deleniti Item,Cleaning,Haldirams,123.15
PRODDJC58Q6C52,Maiores Item,Snacks,Dabur,222.17
PRODNFBR47EAYH,Eum Item,Beverages,Nestle,304.64
PRODSUE9UKGGV1,Qui Item,Snacks,Pepsi,1012.42
PRODARA38C0ES6,Possimus Item,Frozen,Haldirams,182.51
PROD4ZGPP1DM4N,Nisi Item,Snacks,Britannia,820.41
PROD2G80Z8WWU3,Debitis Item,Frozen,Amul,1264.44
PRODKN9P9X7S9C,Recusandae Item,Personal Care,Amul,1422.32
PRODAML5HM5BBW,Vitae Item,Vegetables,Dabur,653.78
PROD9EKR5K82QS,Quas Item,Dairy,Pepsi,809.48
PRODFEOF0Z5BEO,Architecto Item,Snacks,Nestle,1250.66
PRODW3I081VMLC,Amet Item,Dairy,Local,1404.9
PROD46MVVS7E80,Assumenda Item,Beverages,Amul,596.99
PRODQ6XOT9ZVWH,Ducimus Item,Frozen,CocaCola,542.53
PROD32HJM96SPM,At Item,Vegetables,Local,687.25
PRODNVLV69T96Y,Nobis Item,Personal Care,Britannia,395.63
PROD2S5E8LPQUT,Iure Item,Frozen,Haldirams,1292.3
PROD8D5ZG9737Y,Corporis Item,Vegetables,Local,490.93
PROD7MFTG31CLL,Quidem Item,Fruits,CocaCola,685.2
PRODMAG29UBMN8,Sapiente Item,Cleaning,Dabur,493.55
PRODQGNLVQIJFB,Dolore Item,Cleaning,Dabur,196.0
PRODJBA438MB2D,Repellat Item,Frozen,Britannia,917.84
PRODM9A4YALSUI,Illum Item,Personal Care,Britannia,889.66
PROD2D9TL5M6IK,Sequi Item,Cleaning,Pepsi,456.45
PRODPQVCHSF81D,Expedita Item,Personal Care,Britannia,66.47
PRODY2LRGBAP2A,Nesciunt Item,Dairy,Dabur,1406.39
PRODLKFUZITWXG,Reprehenderit Item,Vegetables,Dabur,546.21
PRODGD0FF4EXKO,Omnis Item,Beverages,CocaCola,817.36
PRODIK31QGGXOP,Minus Item,Fruits,Nestle,232.75
PRODJA0RU8HY56,Consequuntur Item,Vegetables,CocaCola,391.73
PROD0ZW5ZUL8RA,Quia Item,Beverages,Nestle,664.17
PRODMC9QPR353L,Occaecati Item,Dairy,Local,852.12
PROD8A5SN4GQV6,Nulla Item,Beverages,Britannia,1283.94
PROD4OF7MQDGPY,Cum Item,Beverages,Local,449.81
PRODC1ZZRTDXZ7,Iusto Item,Cleaning,Amul,1310.24
PRODMJOU87OUD3,Nesciunt Item,Cleaning,Local,698.5
PRODSJ4TKWOYUB,Totam Item,Frozen,Haldirams,660.36
PROD5THO2VJGWI,Tempore Item,Beverages,Britannia,606.69
PRODUZWDE7CT4J,Sed Item,Snacks,Dabur,1331.54
PRODBD9D425WGF,Minus Item,Personal Care,Local,391.51
PROD6UDH9Z880H,Eius Item,Vegetables,Nestle,1288.9
PRODUR30NDTJBW,Quam Item,Beverages,Haldirams,151.87
PRODTTVCWWXNPA,Et Item,Frozen,Local,1433.89
PRODQSEYE8ATGN,Ut Item,Fruits,Local,764.46
PROD3VA2SEHJEF,Vitae Item,Snacks,Pepsi,1498.38
PRODNOKHDENF19,Rem Item,Beverages,Local,919.74
PRODJ4MN9GGNE4,Deleniti Item,Beverages,Dabur,194.05
PRODPP80B9Y5PA,Labore Item,Personal Care,CocaCola,110.12
PROD12R4KOAH0G,Vel Item,Vegetables,CocaCola,306.26
PRODBP7B3T48L8,Quam Item,Cleaning,CocaCola,643.3
PRODJR2MTO01IR,Possimus Item,Frozen,Nestle,1125.84
PRODZK1BULG32Y,Fugiat Item,Frozen,Local,21.06
PRODA3EKV6V9WW,Totam Item,Cleaning,CocaCola,400.87
PRODNF20CP6DTM,Ullam Item,Snacks,Amul,889.6
PROD0VSY1I2CY5,Maiores Item,Beverages,Dabur,460.87
PRODWY2NHN3M1A,Necessitatibus Item,Beverages,Amul,548.28
PRODGF6LMHFLKD,Esse Item,Dairy,Amul,465.13
PROD6VI7TZJN4Y,Id Item,Fruits,Local,1430.71
PRODT8OLQ9BWS0,Quasi Item,Fruits,Haldirams,117.43
PRODECYSZYQO8E,Cupiditate Item,Vegetables,Pepsi,1363.12
PRODSAWMMYZQGY,Veritatis Item,Cleaning,Pepsi,498.39
PRODOBNVVQHQW4,Non Item,Snacks,Dabur,384.89
PRODF6JSQQ641E,Ex Item,Personal Care,Nestle,1327.24
